pmcid,inclusion_criteria,exclusion_criteria,has_dedicated_section,criteria_location
10401006,,,False,No specific criteria mentioned
6532536,A total of 11 male gerbils aged 10-12 weeks purchased from Janvier Laboratories Inc. were used in this study.,"The use and care of animals was approved by the state of Bavaria (Regierungsprsidium Mittelfranken, Ansbach, Germany, No. 54-2532.1-02/13). All methods were performed in accordance with the relevant guidelines and regulations of NIH.",False,Embedded in Animals section description
6907781,"C6 glioma cells (~1x10^6, less than 10 passages) in 30 µl phosphate-buffered saline (PBS) were injected into the right striatum of male Wistar rat brains (N = 13, 246-290g)","None of the animals were treated with any other therapies prior to the study. Animals were euthanized either upon evidence of illness (i.e. eye rings, lethargy, motor incoordination, nosebleeds, hunched posture with relative immobility, lack of responsiveness to external stimuli, agonal breathing or loss of righting reflex) or at the end of the observation period of 25 days for the initial survival study and 70 days for the imaging experiment.",False,"Embedded in Materials and Methods section, Animal model subsection"
4805288,Lakes with areas greater than 6.25 km² were selected to test our MODIS-based lake area detection method and to examine seasonal and inter-annual lake area variations from 2000 to 2011.,,False,Embedded in Materials and Methods section
5744975,"men had to self-report HIV-negative (  n   = 1,005) at the time of the 12-month assessment and not be currently or previously prescribed PrEP","Another eight men were excluded (  n   = 1,009) because they did not complete the PrEP questionnaire supplement",False,"Methods section, embedded in participant description"
5996106,,,False,No specific criteria mentioned
8276699,"Healthy older (n = 12, 7 M, age: 6677 y) and younger adults (n = 11, 6 M, age: 2025 y) participated in the study.","Exclusion criteria were self-reported pain in the lower extremity; lower limb musculoskeletal injury or surgery that could affect balance and the ability to perform the STS task; neurological and cardiologic disease, and inability to perform STS task without assistance.",False,Methods - Participants section
2771767,,,False,No specific criteria mentioned
2814856,,,False,No specific criteria mentioned
9459164,Six-month-old male Wistar rats (n = 80) from the Central Bioterium of the Federal University of So Paulo (CEDEME/UNIFESP) were used.,,False,Embedded in Subjects and general procedures section
6746377,,,False,No specific criteria mentioned
8221501,,,False,No specific criteria mentioned
9349214,All of them reported normal or corrected-to-normal vision and hearing and no psychiatric or neurological problems.,Participants received no monetary compensation and all of them gave written informed consent prior to the study.,False,Embedded in Participants and procedure section
3942417,,,False,No specific criteria mentioned
9462670,"Individuals who enrolled in Medicare before age 20 and before the end of 2005 were identified. Eligible individuals entered the cohort on the last of the following dates: date of birth (month and year), date first known to Medicare, or 1 January 1985.","Individuals who had Medicare service records but were not included in AIHWs linkage program. Given that any cancer diagnoses or deaths occurring among these individuals would not have been captured in our cohort, these individuals had to be excluded from the cohort. The vast majority of those excluded were born in 1965. A further 6778 patients were excluded either due to: 1) errors in their records, 2) the rounding of the outcome dates, meaning patients could die or be diagnosed with cancer before entering the cohort, or 3) because they were born in 1965 and were not consistently captured by the probabilistic linkage program.",True,Discussion section with dedicated inclusion/exclusion criteria description
3983205,,,False,No specific criteria mentioned
7743924,"Participants were recruited through campus posters and classroom announcements from May to September 2018. In the survey, participants were asked to report socio-demographic characteristics, including gender, age, subjective social status (SSS: participants were asked to select one among the following choices: upper, upper middle, middle, lower middle, and lower), and names of up to five close friends in the faculty.","After excluding respondents who reported never riding a motorcycle (N = 5) or always riding as a passenger (N = 17), we carried out our analysis on a sample size of 150.",False,"Methods section, embedded in the Study sample and data collection description."
10656700,"(1) patients with stroke diagnosed according to the updated definition for the 21st century ( ) and diagnosed with subcortical stroke by computed tomography (CT) or magnetic resonance imaging (MRI); (2) patients with dysphagia confirmed by videofluoroscopic swallowing study (VFSS); (3) patients with stable vital signs, with a duration of the disease of 1 to 12months, and aged between 30 and 85years old; and (4) patients with the ability to give informed consent.",(1) dysphagia due to neurologic conditions other than stroke; (2) patients with severe cognitive impairment or inability to cooperate with treatment; (3) patients with recurrent stroke (not first-time stroke); and (4) patients with a history of sedation or other medications that affect cortical excitability.,True,Participants section with dedicated Inclusion/Exclusion subsections
7834264,"To be included in the sample, participants had to document that they were of adult age (i.e., 18 years of age or older), and to agree to online written informed consent in which the study was extensively described.",,False,Embedded in Participants section description
7235964,"In total, 418 people participated in the EMA study, who were recruited via bulletin boards at the Ruhr-Universitt Bochum (Germany). Of these, 326 gave their consent for genetic analyses and were successfully genotyped for both SNPs.","Nine participants never filled in questionnaires when they had social company, reducing the effective sample size for the main analysis to N =317. There was no monetary incentive. University students could receive partial course credit.",False,Methods - Participants section
3394746,,,False,No specific criteria mentioned
3506635,,,False,No specific criteria mentioned
4478379,"A total of 37 healthy adult volunteers were initially recruited. The 31 remaining subjects were randomly divided into two experimental groups and assessed using the Edinburgh Handedness Inventory (Oldfield,  ). One volunteer was intolerant to TMS. Therefore, 15 adults (eight men and seven women, 13 right-handed, mean  standard deviation (SD) age: 29  10 years, age range: 2151 years) participated in the first experiment. Another 15 adults (six men and nine women, 14 right-handed, mean age: 26  9 years, age range: 2049 years) were included in the second experiment. Informed consent was obtained from all the subjects.","Since no discernible suprahyoid/submental MEPs were induced in the alternative hemispheres of six subjects, they were excluded. No subject had any previous swallowing problems, had a history of neurological diseases, was pregnant, had a metal in the head or eyes, or used medication affecting the central nervous system.",False,Participants section embedded in prose
4128035,"Only monolingual native English speakers with no known formal diagnosis of hearing loss, attention deficit disorder, or neurological impairment were included in the study.","Children in this LEA group all had listening difficulties as reported by their parents. Complaints included difficulty understanding speech in the classroom and in noisy environments, difficulty following oral instructions, frequent requests to repeat oral information, and difficulty following directions despite normal hearing sensitivity.",False,Embedded in Participants section description
8699618,(i) male or female and (ii) age between 14 and 30,"(i) clinical history of congenital/acquired pathological condition of vertebrae (e.g. Scheuermanns disease, spondylolysis, spondylolisthesis); (ii) history of vertebral fractures and/or vertebral surgery; (iii) diagnosis of disc protrusion/hernia at any spinal level; (iv) diagnosis of scoliosis secondary to neurological, rheumatological and/or congenital conditions; (v) diagnosis of AIS with Cobb angle measured on X-rays > 45 degrees; (vi) diagnosis of any neurological and/or rheumatological conditions.",False,Embedded in Materials and Methods section under Data description and preprocessing
8785960,,,False,No specific criteria mentioned
5739392,,,False,No specific criteria mentioned
9879507,,,False,No specific criteria mentioned
7774984,"For this specific analysis, we included ART-nave and -experienced individuals, aged over 18 years who started or switched to an INSTI, PI/b or NNRTI-containing regimen with at least three antiretroviral drugs (ARVs). The eligible regimen was started between January 2012 and January 2019, and all included had a CD4 count and VL measured in the 12 months before or 3 months after treatment start/switch (baseline). Treatment-experienced individuals were nave to the specific third agent they started when eligible for inclusion (e.g. an individual switching to darunavir had not previously been treated with darunavir).",,True,Methods section under Inclusion criteria
3282723,A total of 100 breast cancer patients admitted to the King Khalid University Hospital were selected for the study.,"RNA quality or quantity was insufficient for expression study in 8 out of the 100 samples, which will be the subject of future investigation; thus the final analyses included 92 cases out of the 100.",False,Embedded in Materials and Methods section
2632753,,,False,No specific criteria mentioned
6691069,colored guinea pigs of both sexes 300-900 g in weight were anesthetized using isoflurane,none,False,Embedded in In vivo Electroporation section description
8445478,,,False,No specific criteria mentioned
9677348,"This case series analysis included data from comprehensive language evaluations from eighty-seven individuals with acquired language impairment due to brain damage. The individuals with left hemisphere damage reported persistent acquired impairment of spoken or written language, or both, and they had damage to regions perfused by the left middle cerebral artery. Ischemic stroke due to vascular disease was the most common cause of damage, but other etiologies were represented, including hemorrhage due to aneurysm or AVM (9), gunshot wound (1), and herpes encephalitis (1). The average time post onset of aphasia was 3.5 years, with a range from 3 months to 36 years.","Excluded from this cohort were individuals who were suspected of having pre-existing or progressive cognitive impairment suggesting dementia, and individuals who had co-occurring medical conditions that prevented reliable data collection.",True,Materials and methods - Participants section
4769295,,,False,No specific criteria mentioned
3931641,,,False,No specific criteria mentioned
3182248,,,False,No specific criteria mentioned
4867783,"N.W. is a 24year-old, right-handed woman who reports vividly experiencing the colors blue and green in the left and right side of space, respectively. N.W. first reported her association when she was taking part in an experiment for the Department of Psychology. The task required a response to a green color using the left hand and to a blue color using the right hand. Surprisingly, N.W. had to interrupt the testing session to tell the experimenter that she was unable to continue performing the task because the color-response mapping that she was asked to use in the experiment was not the correct one. She told the experimenter that for her,   Blue was always on the left and green was always on the right  . She actually wanted to rotate the keyboard in order to continue the task   so that the colors would be in the correct locations  . After this incident, we assessed N.W.s color-space association. N.W. experiences colors along a horizontal axis. N.W. also reported associations involving numbers across space (from left to right) and names of the week in space. We tested N.W.s spatial associations in two sessions, one year apart. N.W. was first interviewed on December 2012 and then again on December 2013. She was highly consistent in her report. She completed the   synesthesia battery.","Fifteen age-matched non-synesthetic controls (11 females,   M  =24.2years,   SD  =1.7) received financial compensation for taking part in the study. All participants had normal or corrected-to-normal visual acuity and were not color blind. They reported no unusual color-space or color-number association. One participant was left-handed.",False,Embedded in Participants section description
8545051,"53 healthy subjects were initially recruited, data from 40 were used and test-retest reliability was assessed for 20. All subjects underwent a routine medical investigation at a screening visit including electrocardiography, blood tests, neurological and physiological tests, and a urine drug test. Psychiatric disorders were ruled out with the Structural Clinical Interview DSM-IV conducted by an experienced psychiatrist. Female participants additionally underwent a pregnancy test at the screening visit and before each PET/MRI measurement. Participants had to fast for at least four hours prior to the scan, including no consumption of sweetened beverages and caffeine.","Exclusion criteria were weight above 100kg for reasons of radiation protection, current or previous neurological, physiological or psychiatric disorders, current breastfeeding or pregnancy, left-handedness, substance abuse, MRI contraindications, participation in a study including ionizing radiation exposure (past 10years) and regularly playing Tetris or similar games (including mobile phone games) within the last 3years.",False,Participants section embedded in prose
5443478,"40 male BKS(D)-Leprdb/JOrlRj (db/db) mice and 40 BKS(D)-Leprdb/JOrlRj Tmoin (db/+) control mice aged 5 weeks were bought from Charles River (Sulzfeld, Germany) and given one week to adapt to the animal facility.","Animals were housed according to institutional guidelines (room temperature 22  0.5C, 12 hours light / dark cycle, 60% humidity) with tap water and standard diet pellet food (Altromin, Lage, Germany) ad libitum in individually ventilated cages in groups of five mice.",False,Embedded in Animal model section
6808435,,,False,No specific criteria mentioned
2533699,,,False,No specific criteria mentioned
3288042,,,False,No specific criteria mentioned
4822832,age between 12 and 20 years and diabetes duration of at least 5 years,,False,Research Design and Methods section
3557265,,,False,No specific criteria mentioned
5173340,,,False,No specific criteria mentioned
7985620,"All participants had learnt BSL, had normal or corrected-to-normal vision and gave informed, written consent to participate in the study, which was approved by the University College London Research Ethics Committee. All participants were right-handed (measured by the Edinburgh inventory) and without any known neurological abnormality.",One participant was excluded due to a data acquisition problem. A further 9 participants were excluded because of poor performance on the experimental task (response sensitivity measured by d<1.7).,False,Participants section embedded in prose
3958508,,,False,No specific criteria mentioned
6448840,,,False,No specific criteria mentioned
9187087,"A total of 64 adult female and male Long-Evans and Wistar rats were used in this study. Long-Evans Blue Spruce rats (male, n = 16; female, n = 16) were obtained from Envigo (Indianapolis, IN) and weighed 200224 g upon arrival. Wistar rats (male, n = 16; female, n = 16) were bred in-house; they were 1116 weeks of age upon behavioral testing.",One female Long-Evans rat failed to acquire fear during conditioning due to technical difficulties and was thus excluded from statistical analyses.,False,Embedded in Subjects section description
5757658,Patients who received external beam radiation therapy were eligible for this study.,Those who underwent surgery or kyphoplasty in the area of interest were also excluded.,False,Embedded in Materials and Methods section
6581147,"Participants were born between July 1, 1985, and June 30, 1986, in the Northern Finland provinces.","Using this sample, we explored whether PRS relates to later-life schizophrenia diagnosis. The register-based information about the individuals later-life schizophrenia (followed until 2016) was formed by using the following nation-wide registry: Care Register for Health Care, Finnish Centre for Pensions, and the registers of the National Social Insurance Institute. We used both broad (International Classification of Diseases, Tenth Revision [ICD-10]: F20, F22, F24, and F25) and narrow (ICD-10: F20) definition of schizophrenia.",False,Participants section description
8102837,Participants were undergraduate students at Vanderbilt University who completed the experiment in person in exchange for course credit. Informed consent was obtained through the appropriate Institutional Review Board.,No participants were excluded.,False,Participants section embedded in the Methods
6478371,,,False,No specific criteria mentioned
7034911,Six C57BL/6 wild type time-mated females (gestation age E10.5; Charles River) were placed in a hypoxia chamber.,The mice exposed to prenatal hypoxia or normoxia were maintained in regular vivarium with 21% O ambient conditions until 7 weeks of age.,False,"Methods section, embedded in the description of the prenatal hypoxia in mice and cisplatin-induced AKI in mice."
7771676,,,False,No specific criteria mentioned
3084762,,,False,No specific criteria mentioned
9072708,,,False,No specific criteria mentioned
8186787,(1) a minimum age of 18 years and (2) German proficiency,,False,"Materials and methods section, under Setting, study design and sample"
10501591,,,False,No specific criteria mentioned
3382150,,,False,No specific criteria mentioned
8049225,Only pupils who self-reported acne (n = 249) were asked to complete the Childrens Dermatology Life Quality Index (CDLQI) and the Cardiff Acne Disability Index (CADI),Pupils with coexisting skin disease were not eligible for the study,False,Embedded in Materials and methods section
4352054,,,False,No specific criteria mentioned
5638307,,,False,No specific criteria mentioned
6007508,"Thirty-seven mothers aged 2043 (  M  =31.16years, s.d.=5.78years) with at least one child under the age of 4 were recruited via fliers and targeted advertising on social media as part of a larger study investigating the impact of a video-coaching program for caregivers of young children.","Interested participants were screened by phone for eligibility (i.e. right-handedness, absence of neurological disorders and MRI contraindications)",False,Participants section embedded in participant description
2312332,,,False,No specific criteria mentioned
6438508,All seniors 65 years of age residing in Bayi Township were eligible to participate in the active TB case-finding pilot project.,"We defined the following as risk factors for TB: previous TB diagnosis, HIV infection, close contact with smear-positive TB patients, diabetes mellitus, work history as a miner, body mass index (BMI) <18.5, chronic obstructive pulmonary disease, use of immunosuppressant drugs, tobacco use, or heavy drinking",False,Embedded in Participant recruitment section
3381633,"Data-based observational studies or surveys with reported ECT utilization, frequency, or prevalence rates, by data collected from 1990 and above, for patients in psychiatric establishments (inpatients or outpatients) in well-defined continents, countries, regions, cities, or local hospitals. Also included were relevant studies published near the date limits for this study (from 1990), for geographical areas that had few pertinent publications.","Not data-based study or survey, no or unclear report of ECT utilization, frequency, prevalence rate, practice, in unclearly defined populations. All report of utilization frequency, prevalence rates of ECT in selected samples or subgroups (e.g., young/adolescent, elderly) or special populations (such as pregnancy, disability, mental retardation), and qualitative studies about clinician or physician subjective experience (views or opinions) on ECT.",True,Material and Methods section with dedicated Inclusion/Exclusion criteria subsections
8675764,,,False,No specific criteria mentioned
8136668,"Clinical features of pneumonia were found
Chest X-ray (CXR) confirmed pneumonia
A chest CT was performed during deterioration of health (presence of dyspnoea, respiratory effort, symptoms of respiratory failure or its exacerbation, disorder of consciousness, sudden increase of the parameters of inflammation, an increase of D-dimers level.)","9 out of 70 patients, who had active tuberculosis, lung cancer, lung fibrosis and advanced chronic obstructive pulmonary disease, the patients without features of pneumonia on CT scan (ground-glass opacities +/- consolidation) or with poor quality of CT scan were excluded from the research.",False,Embedded in Materials and methods section
7235376,Inbred adult male mice at 8-10 weeks of age (median [interquartile range] weight: 23.3 [21.7-24.9] g for WT mice and 24.1 [20.8-26.2] g for Trpv4 mice) were maintained in a temperature-controlled (22-25C) specific pathogen-free animal facility on a 12-h/12-h light/dark cycle with free access to food and water.,"Mice without surgery were evaluated for their baseline gene expression levels of Trpv4, Aqp4, and Kcnj10. One mouse without surgery was used as an external control.",False,Embedded in Animals section description
7853494,conventional or modified FM flap advancement surgery completed between April 2018 and October 2019;  patients with severe congenital ptosis (degree of ptosis 4 mm or MRD <1 mm) and poor levator palpebrae superioris muscle function (4 mm).  follow-up period no less than 6 months.,"No Bell's Phenomena, dry eyes, FM paralysis or recurrent ptosis (noninvasive tear break-up time, tear meniscus height and meibomian gland morphology were evaluated using Oculus keratography-comprehensive analysis of the ocular surface (Oculus company, Germany) for patients with suspected dry eye.);  inability to complete follow-up; and incomplete patient data.",False,Embedded in Materials and methods section
7959384,"1) history of skull base surgery, in adults (>17 years), 2) performed with 3D-EEA and 3) at least a 3-month follow-up.",1) Not complete availability of patients clinical and radiological data; 2) the presence of complex CVJ malformations; 3) the absence of the Senior Surgeon (FZ) during the procedure.,False,Patients and methods section
7224495,,,False,No specific criteria mentioned
3144959,,,False,No specific criteria mentioned
4175995,,,False,No specific criteria mentioned
5459443,,,False,No specific criteria mentioned
8266090,,,False,No specific criteria mentioned
5578669,,,False,No specific criteria mentioned
7034817,,,False,No specific criteria mentioned
3154930,Patients were only defined as hypertensive when they had presented with hypertension at the preoperative physical examination and had a previous diagnosis of hypertension.,One patient was not included in this study because of insufficient data.,False,Embedded in Methods section description
7743977,"Ninety-seven participants (64 female, 32 male, 1 identifying as other) were recruited via an undergraduate online signup system and participated in exchange for course credit. Participants age ranged from 17 to 42 years (  M   = 19.90 years,   SD   = 3.25).",Those with a history of motion sickness or anxiety disorder were advised not to sign up for the study.,False,Participants section embedded in the description
6193610,The donor sample consisted of 4 men and 4 women with an average age of 56  12 years (mean  standard deviation).,"Computed tomographic (CT) scans were obtained to exclude samples that had anatomical abnormalities or pathological changes such as fractures, severe deformity, and metastatic disease.",False,Embedded in Methods section description
6701833,Patients included were those who were admitted to these hospitals from January 2011 to December 2015 to undergo hysterectomy for POP.,"Patients who require greater effort in medical care, as the patients undergoing operations after the introduction of DRG system had fewer medical comorbidities.",False,Embedded in Materials and methods section
6053211,"Among the students who enrolled in 2011, 2012, and 2013, the numbers of students who gave valid responses were 684 (26.2%), 1144 (44.0%), and 891 (34.4%), respectively. Ultimately, 2194 (28.1%) students completed the TCI, the PHQ-9 at T1, and the PHQ-9 at T2. We defined these 2194 students as the subjects of our study.","We excluded all students who gave incomplete responses to the TCI, the PHQ-9 at T1, or the PHQ-9 at T2.",False,Embedded in Materials and methods section under Study sample
2674775,,,False,No specific criteria mentioned
9292068,"Women who: were pregnant at the time of recruitment, had a live birth during the most recent childbirth, and were able to recall the date of last childbirth.","Women who had a recent stillbirth, a recent abortion, and those who did not show a willingness to be followed.",False,Participants section description
5962071,,,False,No specific criteria mentioned
5570274,,,False,No specific criteria mentioned
2978715,,,False,No specific criteria mentioned
4839569,"subjects that were previously diagnosed of red-green congenital colour vision deficiencies but had no history of additional congenital, degenerative, traumatic, toxic, or infectious diseases that could impair their visual system performance. Only patients with minimum visual acuity of 20/25 were included in this study. The subjects of the control group were chosen by applying the same inclusion criteria used for the congenital colour vision deficient and, in addition, had to have been considered normal trichromats in the initial evaluation performed with the Ishihara test.",none,False,Methods - Subjects section
4294125,"Neurons were suspended in neurobasal medium (Invitrogen, CA). The medium was supplemented with 1 mM glutamine and 1% B27 (Invitrogen, CA) and seeded onto culture adhesive coated surfaces provided with the Spot kit and kept in CO chamber at 37C.",Neuronal cells were pretreated with lithium or normal saline for 36 h prior to the addition of glutamate (100 M) for 12 h.,False,Embedded in Materials and Methods section
9340056,,,False,No specific criteria mentioned
3525640,,,False,No specific criteria mentioned
4569740,,,False,No specific criteria mentioned
8975733,"All participants reported having no history of neurological, motor, or sensory impairment, and had normal or corrected-to-normal vision. As well, all participants were nave to the purpose of the study and had never participated in a visuomotor adaptation study involving reaching with distorted visual feedback in a virtual environment.","The majority of participants (n=64) were deemed to be right-handed based on their responses on the modified version of the Edinburgh Handedness Inventory, while the remaining 8 participants were classified as ambidextrous.",False,Embedded in Participants section description
7468381,,,False,No specific criteria mentioned
10132524,,,False,No specific criteria mentioned
7799847,All participants in the present study were recruited by Tohoku Medical Megabank Organization at Tohoku University and provided written informed consent to participate in the cohort study.,"The self-reported questionnaire data were filtered out for the participants who checked more than 50 items for past and family histories of malignant neoplasms. Most of the participants who checked more than 50 items showed contradictory histories, such as a self-history of ovarian cancer being recorded by male participants. Therefore, we decided to remove such records and obtained 35,136 records as a result.",False,Embedded in Ethics approval and consent to participate and Obtaining individual and family histories sections.
10346854,"(a) studies with a cohort or case-control design; (b) participants were aged 60 or above; (c) the assessment tool used The Diagnostic and Statistical Manual of Mental Disorders or confusion assessment method; (d) if study data were duplicated, the study with the largest sample size was selected.","(a) reviews, comments, or conference abstracts; (b) those that did not investigate the aims of this review; (c) those with no relevant data; (d) those that did not report the diagnostic criteria for postoperative delirium.",True,Methods section under Study selection
5434188,"(1) used prosaccade tasks other than saccades in darkness, antisaccades, memoryguided saccades, successive saccades, or saccades in smooth pursuit; (2) used healthy adults as participants and not children or psychiatrically/neurologically impaired subjects; (3) used the central fixation as the baseline and not highlevel baselines; and (4) used wholebrain scanning and reported complete coordinates of activation in standardized stereotaxic space. (1) used an isolated visual word or character for each presentation; (2) used healthy adults as participants and not children or psychiatrically/neurologically impaired subjects; (3) did not use active and overt phonology, semantic, emotional, or memory tasks; (4) used central fixation, rest or simple visual stimuli as the baseline, and not complex linguistic stimuli; and (5) used wholebrain scanning and reported the complete coordinates of activation in standardized stereotaxic space.",not children or psychiatrically/neurologically impaired subjects; not children or psychiatrically/neurologically impaired subjects,False,Embedded in Materials and Methods section
3875580,"Healthy patients without rhinosinusitis who underwent either (1) endoscopic sinus surgery for approach to a small unilateral skull base lesion, (2) endoscopic orbital surgery, or (2) endoscopic septoplasty for nasal airway obstruction, were enrolled and subjected to sampling of the disease-free middle meatus.","Patients less than 18 years of age, with recent antibiotic use or use of intranasal medications (within one month of surgery), with a history of prior sinonasal surgery, those with a known immunodeficiency, cystic fibrosis or autoimmune disease were excluded from the study. Patients diagnosed with allergic rhinitis, CRS, and/or asthma according to established criteria were also excluded",False,Materials and Methods - Study design and Population section
4529880,"(1) diagnosis established by National Institute of Neurological and Communicative Disorders and Stroke and the Alzheimers Disease and Related Disorders Association (NINCDS-ADRDA) and Diagnostic and Statistical Manual of Mental Disorders IV (DSM IV) criteria, (2) MMSE score ranged from 12 to 28. Subjects were excluded from the study if any psychiatric or neurological illness other than AD was present, and if subjects presented with a systemic illness or signs of organ failure.","Subjects were excluded from the study if any psychiatric or neurological illness other than AD was present, and if subjects presented with a systemic illness or signs of organ failure.",True,Materials and Methods - Study Data and Inclusion and Diagnostic Criteria section
3629119,null,null,False,No specific criteria mentioned
10369874,,,False,No specific criteria mentioned
4047101,,,False,No specific criteria mentioned
3154914,,,False,No specific criteria mentioned
4447445,A total of 829 subjects (560 women) were initially enrolled. Eighteen subjects were excluded because of a past history of H. pylori eradication therapy. These 18 subjects were all more than 50 years old and had IgG anti H. pylori. Then 811 subjects were finally included for this study. The mean age was 59.2 years.,"Subjects with systemic diseases, such as diabetes mellitus (DM), hypertension, hyperlipidemia or chronic kidney disease were recorded. The analysis of HOMA-IR for IR was not suitable for patients with DM or those that took medicine for blood sugar control. Although patients undergoing drug treatment for elevated blood sugar were classified as having MS by the NICE ATPIII criteria, patients treated by oral hypoglycemia agents or insulin injections were excluded from our analysis.",False,Embedded in Materials and Methods and Results sections
6336295,The HPTN 068 study included 2533 young women aged 13-20 years old and in grades 8-11 at enrollment.,Young women who were married or pregnant by self-report at the time of enrollment were not eligible.,True,Materials and methods - Eligibility criteria section
5049801,,,False,No specific criteria mentioned
7826355,,,False,No specific criteria mentioned
9075657,,,False,No specific criteria mentioned
3614929,,,False,No specific criteria mentioned
3925080,"BMC hospital staff were invited to participate, by convenience sampling, from a variety of inpatient and outpatient settings. Participants provided written informed consent.",,False,Embedded in Participants section description
4090160,,,False,No specific criteria mentioned
11098471,,,False,No specific criteria mentioned
7689020,"iCell  GlutaNeurons (GNs; FUJIFILM Cellular Dynamics Inc., FCDI) are human cells differentiated from a master bank of stably induced pluripotent stem (iPS) cells from normal donors",None,False,Embedded in the Materials and Methods section under Culture of iPSC-Derived Neurons
5957411,,,False,No specific criteria mentioned
10977891,,,False,No specific criteria mentioned
4820238,,,False,No specific criteria mentioned
2583052,,,False,No specific criteria mentioned
6312249,,,False,No specific criteria mentioned
3319920,"Forty-four volunteers (23 tinnitus patients, 21 controls) gave informed consent to participate in this study according to procedures of the Institutional Review Board at Georgetown University. Participants were recruited such that the two groups would be matched by age and sex, and standard MRI safety considerations were used as exclusion criteria. Tinnitus patients ranged in age from 23 to 66 years; control participants ranged from 27 to 67 years of age.","standard MRI safety considerations were used as exclusion criteria. Participants reported aspects of their medical history during MRI safety screening and the TSCHQ, including history of minor closed-head injury, mood disorder, and current use of neuromodulatory medications. A subset of participants reported either a history of mood disorder or current use of neuromodulatory medications (six tinnitus patients, three controls). Of these participants, five reported history of mood disorder (three tinnitus, two control), including depression (two tinnitus, two control), anxiety (two tinnitus), and mild bipolar disorder (one tinnitus). Five participants (four tinnitus, one control) were taking neuromodulatory medication at the time of the study, including GABA agonists or analogues (three patients, one control) and drugs targeting the serotonin system (two patients).",False,Participants section description
4232572,,,False,No specific criteria mentioned
4460798,,,False,No specific criteria mentioned
3919747,,,False,No specific criteria mentioned
3940443,,,False,No specific criteria mentioned
5321410,,,False,No specific criteria mentioned
4798282,,,False,No specific criteria mentioned
3946189,"Adult male Wistar rats (Charles River, Maastricht, The Netherlands) of 300-350 grams were housed in groups of 4 on reversed light/dark cycle with ad libidum food access.","Animals received i.p. 30 g/kg buprenorphine (Reckitt & Colman, Kingston-Upon-Hill, UK) for pain relief starting 30 min before the surgical procedure, which was repeated 3 times daily on day 1 and 2 post-SAH. Humane endpoint was reached when weight loss was determined to be >20% or when one or more of the following behaviors were determined: piloerection, tremor, salivation, breathlessness/panting, unresponsiveness to stimuli and self-mutilation. Furthermore, the neurological score determined daily for 6 days post-SAH (see below) was used to determine humane endpoint. When the neurological function was 5 or lower, humane endpoint was reached.",False,Embedded in Methods section under Animals
7524009,,,False,No specific criteria mentioned
5359529,"A total of 146 Wistar neonate rats, representative of 17 litters, were employed. Rats were born and reared at the vivarium of the Instituto de Investigacin Mdica Mercedes y Martin Ferreyra (INIMEC-CONICET-UNC, Argentina). The colony room was illuminated on a 12 h light/dark cycle (lights on: 08:0020:00) at an ambient temperature and humidity of 22  1C and 45%, respectively. Births were daily examined and the day of parturition was considered post-natal day 0 (PD0). At PD1 each litter was randomly culled to 10 pups (5 males and 5 females, whenever possible). Throughout days pups were kept with their dams in standard cages that contained water and food   ad libitum   (ACA Nutricin, Buenos Aires, Argentina).","To reduce confounds between litter and treatment effects (Holson and Pearce,  ) no more than one male and one female per litter were assigned to a given experimental condition.",False,Subjects section
9423630,"From the initial full sample of 125, we first excluded participants who reported having French as their mother tongue, as these participants might have acquired French number words outside the context of formal schooling. This led to the exclusion of 25 participants. One additional adult was removed because of an otherwise missing measure in one of the crossed factors. Therefore we excluded a total of 26 participants, leading to a final sample of N = 99. This final sample consisted of four age groups: 5  graders n = 26, age = 10.69  (0  .  55)  , 8th graders n = 28, age = 13.46  (0  .  56)  , 11  graders n = 25, age = 16.48  (0  .  59)  , adults n = 20, age = 23.58  (5  .  12)  . The language profiles varied among the participants, 66 reported Luxembourgish as mother tongue, 5 Portuguese, 4 German, 4 English, 4 Italian, 3 Polish, and the 13 remaining all reported a different mother tongue.","Despite the different language backgrounds, all participants were currently living in Luxembourg, where Luxembourgish, German and French are official languages that can be encountered in daily life. Importantly the language support for the formal acquisition of mathematics through school curricula is first in German (LM1) from 1  to 6  grade and switches to French (LM2) in 7  grade. Therefore young pupils start the school curriculum with different degrees of proficiency in French and German to progressively become proficient bilingual adults throughout their education.",False,Embedded in Participants section description
6475651,"Articles were selected if they were peer-reviewed; published in English; presented data obtained from human participants; and intrusive memories of (experimental) trauma was one of the outcome measures and reported separately from other PTSD symptoms (i.e., not only as part of the PTSD re-experiencing symptom cluster score, as this encompasses other symptoms such as nightmares and physiological reactivity).","We excluded genetic, cross-sectional correlational, qualitative, uncontrolled pilot studies and case studies.",False,Method section describing systematic literature search
4580322,,,False,No specific criteria mentioned
3132776,,,False,No specific criteria mentioned
6548427,"Participants were twelve physically active men (age: 21.92.4years, height: 1.760.06m, body-mass: 72.67.8 kg), who voluntarily participated in the study. All were living at home and they had received no specific advice on methods of minimizing the effects of Ramadan observance. They were not members of specific sports teams, but practiced a moderate amount of regular physical activity (typically fast walking and jogging for at least 3 hours per week). Their normal time for exercising was 17h00, and this was not modified either in timing or in volume during Ramadan. None of the group normally napped during the daytime, and no naps were introduced into the daily schedule during Ramadan.","None suffered from any injury or illness, all were non-smokers, and none were taking any medication.",False,Embedded in Participants and experimental setting section
4723304,,,False,No specific criteria mentioned
