count,diagnosis,group_name,subgroup_name,male_count,female_count,age_mean,age_median,age_minimum,age_maximum,age_range,imaging_sample,age_mean_female,age_median_female,age_minimum_female,age_maximum_female,pmcid
0.0,null,patients,null,0.0,0.0,,,,,,,,,,,4401770
17.0,null,patients,mice,17.0,0.0,,,,,2-3 months,,,,,,7837117
4.0,null,patients,ACC imaging,4.0,0.0,,,,,null,,,,,,7837117
14.0,null,patients,two-step task ACC manipulation,8.0,6.0,,,,,null,,,,,,7837117
14.0,null,patients,probabilistic reversal learning task ACC manipulation,8.0,6.0,,,,,null,,,,,,7837117
900.0,null,patients,ADNI,,,,,55.0,90.0,55-90,yes,,,,,7308803
770.0,AD,patients,"ADNI1, ADNI2, ADNI-GO",,,,,,,null,yes,,,,,7308803
459.0,mild cognitive impairment,patients,"ADNI1, ADNI2, ADNI-GO",,,,,,,null,yes,,,,,7308803
262.0,nondemented/controls,healthy,"ADNI1, ADNI2, ADNI-GO",,,,,,,null,yes,,,,,7308803
204.0,AD,patients,UKBB,,,,,,,null,yes,,,,,7308803
316.0,null,patients,breastfed,171.0,145.0,3.2,3.0,3.0,4.0,3-3.5,yes,,,,,3254612
108.0,breast cancer,patients,breast cancer patients,,,,,,,,,,,,,3050918
100.0,healthy,healthy,healthy women,0.0,100.0,,,,,,,,,,,3050918
17.0,not specified,patients,preterm infants,,,,,,,,yes,,,,,9033282
54.0,healthy controls (HCs),healthy,HCs,,,,,,,,yes,,,,,7081773
31.0,microtia,patients,microtia patients,8.0,23.0,13.0,13.0,6.0,17.0,6-17,yes,,,,,8409618
198.0,COVID-19,patients,Facility A Residents,,,,,,,,no,,,,,7591018
49.0,M. nurag,patients,Mediterranean,0.0,49.0,,,,,,yes,,,,,4229126
54.0,M. jurtina,patients,Mediterranean,0.0,54.0,,,,,,yes,,,,,4229126
34.0,M. jurtina,patients,Central European,0.0,34.0,,,,,,yes,,,,,4229126
65.0,Alzheimers disease,patients,AD,65.0,0.0,,,,,,,,,,,9482276
48.0,Frontotemporal dementia,patients,FTD,,,,,,,,,,,,,9482276
20.0,Mild cognitive impairment,patients,MCI,,,,,,,,,,,,,9482276
13.0,Psychiatric disorders,patients,Psy,,,,,,,,,,,,,9482276
21.0,Healthy controls,healthy,Con,,,,,,,,,,,,,9482276
197.0,none,patients,higher risk,94.0,91.0,66.4,66.0,60.0,80.0,60-80,,,,,,5529958
197.0,none,patients,lower risk,,,,,,,,,,,,,5529958
168.0,Deficit Schizophrenia (DSZ),patients,DSZ,,,,,,,,,,,,,10827665
373.0,Non-Deficit Schizophrenia (NDSZ),patients,NDSZ,,,,,,,,,,,,,10827665
1019.0,Healthy Controls (HC),healthy,HC,,,,,,,,,,,,,10827665
575.0,Healthy Controls (HC),healthy,HC,,,,,,,,,,,,,10827665
1189090.0,dementia,patients,White,,,70.9,,65.0,100.0,65-100,yes,,,,,10566703
13082.0,dementia,patients,South Asian,,,69.4,,65.0,100.0,65-100,yes,,,,,10566703
9166.0,dementia,patients,Black,,,69.7,,65.0,100.0,65-100,yes,,,,,10566703
14.0,null,healthy,little brown myotis,14.0,0.0,,,,,null,yes,,,,,3290531
12.0,null,healthy,long-eared myotis,,,,,,,null,yes,,,,,3290531
7.0,null,healthy,fringed myotis,,,,,,,null,yes,,,,,3290531
4.0,null,healthy,Townsend's big-eared bats,,,,,,,null,yes,,,,,3290531
11.0,null,healthy,pallid bats,,,,,,,null,yes,,,,,3290531
59.0,uncomplicated malaria,patients,uncomplicated malaria,,,,,,,,yes,,,,,5705151
15.0,severe malaria,patients,severe malaria,,,,,,,,yes,,,,,5705151
10.0,healthy,healthy,C57BL/6J wild-type (WT),10.0,0.0,,,4.0,8.0,4-8 months,yes,,,,,4585492
5.0,epileptic,patients,Syn II knockout (Syn II),5.0,0.0,,,4.0,8.0,4-8 months,yes,,,,,4585492
34.0,MDD,patients,middle-aged and older adults,10.0,24.0,61.6,61.0,45.0,75.0,45-75,,,,,,8096948
0.0,,healthy,,,,,,,,,,,,,,8096948
16.0,EXT1 carriers,patients,EXT1 carriers,,,,,,,,yes,,,,,4277348
6.0,EXT2 carriers,patients,EXT2 carriers,,,,,,,,yes,,,,,4277348
26.0,non-carrier controls,healthy,non-carrier controls,,,,,,,,yes,,,,,4277348
9.0,mono-associated with the commensal species ZWU0020 of the genus Vibrio,patients,Vibrio,,,,,,,,,,,,,6292638
2.0,germ-free,patients,germ-free,,,,,,,,,,,,,6292638
1.0,mono-associated with Pseudomonas ZWU0006,patients,Pseudomonas,,,,,,,,,,,,,6292638
15.0,SNI,patients,male,15.0,0.0,,,6.0,8.0,6.5-8,yes,,,,,4111598
15.0,sham,patients,male,15.0,0.0,,,6.0,8.0,6.5-8,yes,,,,,4111598
10.0,SNI,patients,female,0.0,10.0,,,6.0,8.0,6.5-8,yes,,,,,4111598
11.0,sham,patients,female,0.0,11.0,,,6.0,8.0,6.5-8,yes,,,,,4111598
8.0,SNI,patients,male,8.0,0.0,,,6.0,8.0,6.5-8,yes,,,,,4111598
8.0,sham,patients,male,8.0,0.0,,,6.0,8.0,6.5-8,yes,,,,,4111598
5.0,SNI,patients,female,0.0,5.0,,,6.0,8.0,6.5-8,yes,,,,,4111598
6.0,sham,patients,female,0.0,6.0,,,6.0,8.0,6.5-8,yes,,,,,4111598
42.0,healthy,healthy,healthy participants,,,24.7,25.0,20.0,30.0,20-30,,,,,,9095461
23.0,cardioembolic stroke,patients,stroke,12.0,11.0,,,,,,,,,,,4103830
23.0,vascular risk factor controls,healthy,VRFC,12.0,11.0,,,,,,,,,,,4103830
0.0,null,patients,U251MG,,,,,,,null,,,,,,3827196
0.0,null,patients,U87MG,,,,,,,null,,,,,,3827196
0.0,null,patients,U118MG,,,,,,,null,,,,,,3827196
0.0,null,patients,T98G,,,,,,,null,,,,,,3827196
3.0,prion disease,patients,Tg(MHM223-88)/Prnp mice,2.0,1.0,,,538.0,730.0,538-730,yes,,,,,4199594
3.0,prion disease,patients,Tg(MHM223-88)/Prnp mice,2.0,1.0,,,347.0,393.0,347-393,yes,,,,,4199594
3.0,prion disease,patients,Prnp mice,2.0,1.0,,,469.0,496.0,469-496,yes,,,,,4199594
37.0,healthy controls,healthy,HC,23.0,14.0,38.3,,30.0,50.0,30-50,yes,,,,,9668609
18.0,drug-resistant TLE,patients,TLE,10.0,8.0,35.67,,25.0,50.0,25-50,yes,,,,,9668609
18.0,anti-AIV antibody positive,patients,yellow-legged gulls,0.0,18.0,,,,,,no,,,,,3348933
0.0,null,patients,null,0.0,0.0,,,,,,,,,,,5104413
323.0,null,healthy,students,142.0,181.0,,,,,20-30,yes,,,,,6261539
20.0,COVID-19 related stress,patients,Veterans,17.0,3.0,54.2,54.0,28.0,72.0,28-72,,,,,,9754814
292.0,bTB suggestive histopathology,patients,cattle with bTB-like lesions,,,,,,,,,,,,,6261039
81.0,control population,healthy,cattle without bTB-like lesions,,,,,,,,,,,,,6261039
2567.0,HIV-infected adults with invasive pneumococcal disease,patients,overall,799.0,1033.0,37.7,37.0,18.0,64.0,,,,,,,3225377
7.0,null,patients,null,6.0,4.0,,,17.0,35.0,17-35,yes,,,,,3797963
0.0,null,patients,null,0.0,0.0,,,,,null,,,,,,3537769
0.0,null,healthy,null,0.0,0.0,,,,,null,,,,,,3537769
0.0,null,patients,null,,,,,,,null,,,,,,9067309
0.0,null,healthy,null,,,,,,,null,,,,,,9067309
39462.0,null,patients,women of reproductive age,0.0,39462.0,,,18.0,44.0,18-44,no,,,,,7728245
49.0,SCC,patients,HNSCC,,,,,,,,yes,,,,,5760229
65.0,diabetic nephropathy,patients,cases,,,,,,,,yes,,,,,2958112
83.0,no diabetic nephropathy,healthy,controls,,,,,,,,yes,,,,,2958112
9.0,Parkinson disease,patients,C57BL/6 wild-type mice,,,,,,,46 months,yes,,,,,7991918
3.0,Parkinson disease,patients,LSNTD1,,,,,,,1 day,yes,,,,,7991918
3.0,Parkinson disease,patients,LSNTD7,,,,,,,7 days,yes,,,,,7991918
3.0,Parkinson disease,patients,SHAM,,,,,,,7 days,yes,,,,,7991918
2941.0,null,patients,network condition,,,,,,,null,yes,,,,,10401006
11.0,null,patients,Mongolian gerbils,11.0,0.0,,,10.0,12.0,10-12 weeks,yes,,,,,6532536
7.0,glioma,patients,survivors,7.0,0.0,,,,,,,,,,,6907781
6.0,glioma,patients,deceased,6.0,0.0,,,,,,,,,,,6907781
12.0,glioma,patients,controls,,,,,,,,,,,,,6907781
0.0,null,patients,null,0.0,0.0,,,,,null,,,,,,5996106
0.0,null,healthy,null,0.0,0.0,,,,,null,,,,,,5996106
12.0,healthy,healthy,older adults,7.0,5.0,67.5,,66.0,77.0,66-77,yes,,,,,8276699
11.0,healthy,healthy,younger adults,6.0,5.0,22.5,,20.0,25.0,20-25,yes,,,,,8276699
0.0,null,patients,null,0.0,0.0,,,,,,,,,,,2814856
0.0,null,healthy,null,0.0,0.0,,,,,,,,,,,2814856
80.0,none,patients,Wistar rats,80.0,0.0,6.0,6.0,6.0,6.0,6-6,yes,,,,,9459164
98.0,Basal-like,patients,TCGA,,,,,,,,,,,,,8221501
199.0,Basal-like,patients,METABRIC,,,,,,,,,,,,,8221501
38.0,healthy,healthy,adults,22.0,9.0,31.258,31.0,22.0,57.0,22-57,,,,,,9349214
31.0,healthy,healthy,EEG participants,22.0,9.0,31.258,31.0,22.0,57.0,22-57,,,,,,9349214
2.0,osteosarcoma,patients,Saos-2 cells,1.0,1.0,,,,,,,,,,,3942417
2.0,osteosarcoma,patients,MG63 cells,1.0,1.0,,,,,,,,,,,3942417
162.0,MDR-TB,patients,MDR-TB patients,105.0,57.0,34.0,34.0,29.0,42.0,29-42,yes,,,,,3983205
150.0,null,patients,undergraduate and graduate students,,,21.0,21.0,20.0,21.0,20-21,yes,,,,,7743924
25.0,stroke with dysphagia,patients,electroacupuncture group,,,,,,,,yes,,,,,10656700
25.0,stroke with dysphagia,patients,control group,,,,,,,,yes,,,,,10656700
304.0,null,patients,Italian community-dwelling adults,74.0,230.0,35.28,,18.0,78.0,18-78,no,,,,,7834264
418.0,null,patients,EMA study participants,,,25.07,,17.0,63.0,17-63,yes,,,,,7235964
15.0,healthy,healthy,Experiment 1,8.0,7.0,29.0,29.0,21.0,51.0,21-51,yes,,,,,4478379
15.0,healthy,healthy,Experiment 2,6.0,9.0,26.0,26.0,20.0,49.0,20-49,yes,,,,,4478379
12.0,auditory processing complaints,patients,LEA,10.0,2.0,10.9,10.0,7.0,14.0,7-14,,,,,,4128035
12.0,typical development,healthy,REA,10.0,2.0,10.9,10.0,7.0,14.0,7-14,,,,,,4128035
272.0,scoliosis,patients,AIS,,,,,,,,,,,,,8699618
26.0,healthy,healthy,healthy,,,,,,,,,,,,,8699618
0.0,null,patients,Colo829,,,,,,,null,,,,,,8785960
0.0,null,patients,A375,,,,,,,null,,,,,,8785960
0.0,null,patients,WM-266.4,,,,,,,null,,,,,,8785960
0.0,null,patients,A549,,,,,,,null,,,,,,8785960
0.0,null,patients,PC-3,,,,,,,null,,,,,,8785960
0.0,null,patients,DU145,,,,,,,null,,,,,,8785960
5055.0,hypertension,patients,hypertensive patients,,,,,,,,no,,,,,5739392
4163.0,null,patients,elderly,2030.0,2133.0,,,60.0,103.0,60-103,yes,,,,,9879507
13000.0,HIV-1 positive,patients,INSTI,9750.0,3250.0,48.0,48.0,18.0,70.0,35-54,yes,,,,,7774984
92.0,breast cancer,patients,breast cancer patients,,,,,,,,yes,,,,,3282723
1.0,null,patients,guinea pigs,1.0,0.0,,500.0,500.0,500.0,500,yes,,,,,6691069
87.0,acquired language impairment due to brain damage,patients,language-impaired cohort,64.0,23.0,61.9,61.0,23.0,82.0,23-82,,,,,,9677348
38.0,neurotypical adults,healthy,control group,13.0,25.0,,,,,,,,,,,9677348
155.0,null,patients,HEXACO-60,76.0,275.0,23.4,,,,null,yes,,,,,3931641
6.0,CsA treatment,patients,KAP Tg mice,6.0,0.0,,,,,,,,,,,3182248
1.0,synesthete,patients,N.W.,0.0,1.0,24.0,24.0,24.0,24.0,24-24,yes,,,,,4867783
15.0,non-synesthetic controls,healthy,controls,4.0,11.0,24.2,24.0,22.0,26.0,22-26,yes,,,,,4867783
40.0,healthy,healthy,total,20.0,20.0,23.0,23.0,20.0,30.0,20-30,,,,,,8545051
20.0,healthy,healthy,test-retest,10.0,10.0,23.0,23.0,20.0,30.0,20-30,,,,,,8545051
40.0,diabetes,patients,db/db,40.0,0.0,5.0,5.0,5.0,5.0,5-5,yes,,,,,5443478
40.0,healthy,healthy,db/+,40.0,0.0,5.0,5.0,5.0,5.0,5-5,yes,,,,,5443478
2.0,null,patients,C57BL/6J male mice,2.0,0.0,,,,,null,yes,,,,,2533699
285.0,type 1 diabetes,patients,CSII>12 months,,,16.6,,12.0,20.0,12-20,yes,,,,,4822832
704.0,type 1 diabetes,patients,MDI>12 months,,,17.1,,12.0,20.0,12-20,yes,,,,,4822832
15.0,deaf,patients,DE (deaf early),6.0,9.0,,,,,,yes,,,,,7985620
11.0,deaf,patients,DL (deaf late),5.0,6.0,,,,,,yes,,,,,7985620
14.0,hearing,healthy,HE (hearing early),2.0,12.0,,,,,,yes,,,,,7985620
12.0,hearing,healthy,HL (hearing late),6.0,6.0,,,,,,yes,,,,,7985620
0.0,null,patients,T cell leukemia,,,,,,,null,,,,,,3958508
0.0,null,healthy,PBMC,,,,,,,null,,,,,,3958508
16.0,null,patients,Long-Evans male,16.0,0.0,,,11.0,16.0,11-16,yes,,,,,9187087
16.0,null,patients,Long-Evans female,0.0,16.0,,,11.0,16.0,11-16,yes,,,,,9187087
16.0,null,patients,Wistar male,16.0,0.0,,,11.0,16.0,11-16,yes,,,,,9187087
16.0,null,patients,Wistar female,0.0,16.0,,,11.0,16.0,11-16,yes,,,,,9187087
90.0,psychosis risk,patients,discovery sample,,,,,,,,yes,,,,,6581147
211.0,maternal smoking effects,patients,replication sample,,,,,,,,yes,,,,,6581147
48.0,normal or corrected-to-normal vision,healthy,undergraduate students,18.0,30.0,18.88,19.0,18.0,19.0,18-19,yes,,,,,8102837
52.0,normal or corrected-to-normal vision,healthy,undergraduate students,16.0,36.0,18.846,23.0,18.0,31.0,18-31,yes,,,,,8102837
6.0,normoxia,healthy,C57BL/6 wild type time-mated females,0.0,6.0,,,,,,,,,,,7034911
6.0,hypoxia,healthy,C57BL/6 wild type time-mated females,0.0,6.0,,,,,,,,,,,7034911
4.0,normoxia,healthy,C57BL/6 wild type time-mated females,4.0,0.0,7.0,7.0,7.0,7.0,,,,,,,7034911
8.0,hypoxia,healthy,C57BL/6 wild type time-mated females,8.0,0.0,7.0,7.0,7.0,7.0,,,,,,,7034911
0.0,null,patients,null,0.0,0.0,,,,,,,,,,,7771676
0.0,null,patients,null,0.0,0.0,,,,,,,,,,,3084762
1304.0,cis-heterosexual individuals,healthy,cis-heterosexual,495.0,809.0,,,,,,no,,,,,8186787
832.0,individuals with minoritized sexual identities,patients,minoritized sexual identities,,,,,,,,no,,,,,8186787
197.0,individuals with minoritized gender identities,patients,minoritized gender identities,,,,,,,,no,,,,,8186787
249.0,acne,patients,self-reported acne,115.0,134.0,,,,,,no,,,,,8049225
39.0,EAE,patients,C57Bl/6 mice with EAE,,,,,,,,,,,,,4352054
7.0,none,patients,L71.8TG mice (vehicle),,,,,,,,,,,,,4352054
6.0,none,patients,L71.8TG mice (PF-01247324),,,,,,,,,,,,,4352054
8.0,none,healthy,wildtype littermates (vehicle),,,,,,,,,,,,,4352054
37.0,null,patients,mothers,0.0,37.0,31.16,31.0,20.0,43.0,20-43,,,,,,6007508
16.0,null,patients,primiparous mothers,0.0,16.0,,,,,,,,,,,6007508
21.0,null,patients,multiparous mothers,0.0,21.0,,,,,,,,,,,6007508
3.0,active TB,patients,seniors,1.0,2.0,73.0,73.0,65.0,81.0,65-81,yes,,,,,6438508
61.0,severe and non-severe pneumonia,patients,severe,33.0,28.0,63.0,,48.0,78.0,48-78,,,,,,8136668
61.0,severe and non-severe pneumonia,patients,non-severe,,,,,,,,,,,,,8136668
12.0,Trpv4,patients,Trpv4,12.0,0.0,,,,,,,,,,,7235376
12.0,WT,patients,WT,11.0,1.0,,,,,,,,,,,7235376
200.0,severe congenital ptosis,patients,FM flap advancement surgery,111.0,89.0,7.4,7.0,2.0,16.0,2-16,,,,,,7853494
521.0,skull base neoplasms,patients,all patients,283.0,238.0,54.3,,17.0,86.0,17-86,yes,,,,,7959384
0.0,,healthy,Pnmt-Cre ROSA26,0.0,0.0,,,,,,,,,,,3144959
4.0,none,patients,autopsy cases,4.0,0.0,,,20.0,75.0,20-75,no,,,,,4175995
29.0,hypertension,patients,hypertensive,,,,,,,,,,,,,3154930
29.0,normotension,patients,normotensive,,,,,,,,,,,,,3154930
97.0,null,patients,participants,32.0,64.0,19.9,19.0,17.0,42.0,17-42,,,,,,7743977
0.0,null,healthy,null,,,,,,,,,,,,,7743977
8.0,null,patients,cadaveric study,4.0,4.0,56.0,56.0,44.0,68.0,44-68,no,,,,,6193610
3912.0,POP,patients,before DRG,,,,,,,,,,,,,6701833
3450.0,POP,patients,after DRG,,,,,,,,,,,,,6701833
2194.0,MDE,patients,MDE,1465.0,729.0,19.2,19.0,18.0,22.0,18-22,yes,,,,,6053211
30.0,breast cancer,patients,MRI,0.0,30.0,55.0,55.0,45.0,65.0,45-65,,,,,,2674775
1273.0,primary PPH,patients,IPI <24 months,0.0,1273.0,27.1,27.0,21.0,35.0,21-35,,,,,,9292068
1305.0,no primary PPH,healthy,IPI 24-60 months,0.0,1305.0,27.5,27.0,21.0,35.0,21-35,,,,,,9292068
0.0,null,patients,S1pr2,,,,,,,,,,,,,5962071
3.0,null,patients,axolotls,2.0,1.0,16.0,16.0,16.0,16.0,16-16,yes,,,,,5570274
93.0,red-green congenital colour vision deficiencies,patients,colour vision deficient,90.0,3.0,30.4,30.0,18.0,59.0,18-59,yes,,,,,4839569
127.0,normal trichromats,healthy,control,79.0,48.0,29.3,29.0,17.0,60.0,17-60,yes,,,,,4839569
91.0,red-green congenital colour vision deficiencies,patients,colour vision deficient,88.0,3.0,30.5,30.0,18.0,59.0,18-59,yes,,,,,4839569
47.0,red-green congenital colour vision deficiencies,patients,colour vision deficient,47.0,0.0,31.8,32.0,18.0,59.0,18-59,yes,,,,,4839569
0.0,null,patients,null,0.0,0.0,,,,,null,no,,,,,4294125
0.0,null,patients,PC3 cells,,,,,,,,no,,,,,3525640
24.0,none,patients,Proprioceptive training with feedback (PTWF),,,,,,,,,,,,,8975733
24.0,none,patients,Proprioceptive training no feedback (PTNF),,,,,,,,,,,,,8975733
24.0,none,patients,Control (CTRL),,,,,,,,,,,,,8975733
135.0,HBOC,patients,BRCA1 and BRCA2 germline variants,,,,,,,,yes,,,,,7799847
18410.0,postoperative delirium,patients,elderly,,,,,,,,yes,,,,,10346854
335.0,healthy,healthy,prosaccade,,,,,,,,yes,,,,,5434188
364.0,healthy,healthy,word reading,,,,,,,,yes,,,,,5434188
28.0,healthy,healthy,patients undergoing sinonasal surgery,18.0,10.0,46.6,,18.0,66.0,18-66,yes,,,,,3875580
291.0,AD,patients,AD,,,,,,,,,,,,,4529880
90.0,MCI converters,patients,MCI converters,,,,,,,,,,,,,4529880
357.0,stable MCI,patients,stable MCI,,,,,,,,,,,,,4529880
331.0,HC,healthy,HC,,,,,,,,,,,,,4529880
10.0,normal,healthy,observers,5.0,5.0,,,,,,,,,,,10369874
0.0,null,patients,null,,,,,,,,,,,,,4047101
0.0,,healthy,Diversispora epigaea,,,,,,,,,,,,,3154914
0.0,,healthy,Glomus versiforme,,,,,,,,,,,,,3154914
811.0,H. pylori infection,patients,H. pylori positive,251.0,560.0,59.2,,,,null,no,,,,,4447445
2533.0,null,patients,young women,0.0,2533.0,15.0,15.0,13.0,20.0,13-20,yes,,,,,6336295
12.0,healthy,healthy,WT mice,12.0,0.0,,,,,P56,yes,,,,,5049801
9.0,patients,patients,Rbfox3 mice,9.0,0.0,,,,,P56,yes,,,,,5049801
8.0,healthy,healthy,WT mice,8.0,0.0,,,,,P56,yes,,,,,5049801
8.0,patients,patients,Rbfox3 mice,8.0,0.0,,,,,P56,yes,,,,,5049801
0.0,null,patients,null,0.0,0.0,,,,,null,no,,,,,9075657
26.0,HIV-positive with tuberculosis (TB),patients,hospital workers,,,,,,,,yes,,,,,3925080
5522.0,null,patients,Wave 3 ITC BD Survey,,,,,,,null,yes,,,,,4090160
0.0,null,healthy,normal donors,,,,,,,,,,,,,7689020
23.0,tinnitus patients,patients,tinnitus patients,,,,,23.0,66.0,23-66,yes,,,,,3319920
21.0,controls,healthy,controls,,,,,27.0,67.0,27-67,yes,,,,,3319920
0.0,null,patients,null,0.0,0.0,,,,,,,,,,,3940443
8.0,normal,healthy,Pla,,,,,,,,yes,,,,,5321410
5891.0,nave T cells,patients,C57Bl/6,,,,,,,,yes,,,,,4798282
21.0,mildly-affected SAH,patients,mildly-affected SAH,,,,,,,,,,,,,3946189
12.0,severely-affected SAH,patients,severely-affected SAH,,,,,,,,,,,,,3946189
0.0,null,patients,null,0.0,0.0,,,,,,,,,,,7524009
0.0,null,healthy,null,0.0,0.0,,,,,,,,,,,7524009
146.0,null,patients,Wistar neonate rats,73.0,73.0,,,,,,,,,,,5359529
99.0,null,patients,German-French bilinguals,,,,,,,null,yes,,,,,9423630
22.0,non-clinical,healthy,non-clinical volunteers,,,,,,,,yes,,,,,6475651
16.0,null,patients,adult female green turtles,0.0,16.0,,,,,null,,,,,,4580322
12.0,none,healthy,physically active men,12.0,0.0,21.9,22.0,21.0,24.0,21-24,,,,,,6548427
0.0,null,patients,null,0.0,0.0,,,,,,,,,,,4723304
20.0,arrhythmogenic cardiomyopathy,patients,LMNA mutation carriers,10.0,10.0,,,12.0,58.0,,yes,,,12.0,58.0,4383583
67.0,FTD,patients,C9+,,,,,,,,,,,,,6535128
56.0,FTD,patients,C9-,,,,,,,,,,,,,6535128
27.0,healthy,healthy,controls,,,,,,,,,,,,,6535128
233.0,null,patients,intervention,119.0,114.0,25.0,25.0,18.0,40.0,,,,,,,4890862
233.0,null,patients,control,41.0,42.0,26.0,26.0,19.0,39.0,,,,,,,4890862
15.0,ADHD,patients,ADHD,8.0,7.0,15.3,15.0,12.0,18.0,12-18,,,,,,9077889
57.0,ASD,patients,ASD,43.0,14.0,13.7,13.0,9.0,18.0,9-18,,,,,,9077889
5.0,control,healthy,Control fish,,,,,,,,yes,,,,,3688944
5.0,exposure to brackish water,healthy,Experimental fish,,,,,,,,yes,,,,,3688944
14.0,null,patients,undergraduate students,8.0,6.0,20.0,20.0,19.0,22.0,19-22,,,,,,5602348
7.0,obesity,patients,high-fat diet,0.0,7.0,6.0,6.0,6.0,6.0,6-6,yes,,,,,3843710
0.0,null,patients,null,,,,,,,,,,,,,10723708
723.0,critically ill patients,patients,ICU admissions,444.0,279.0,53.0,53.0,39.0,69.0,39-69,yes,,,,,7365402
0.0,,healthy,DRG cells,,,,,,,,yes,,,,,4196919
80.0,HIV-infected PWID,patients,HHRP+,,,,,,,,,,,,,4320073
80.0,HIV-infected PWID,patients,3H+,,,,,,,,,,,,,4320073
20.0,null,patients,pygmy rabbits,,,,,,,null,yes,,,,,5354270
861.0,Alzheimer's Disease,patients,AD patients,,,,,70.0,80.0,70-80,yes,,,,,10533929
5204.0,head and neck cancer,patients,case group,,,,,,,,yes,,,,,3747175
5518.0,head and neck cancer,healthy,control group,,,,,,,,yes,,,,,3747175
12.0,healthy,healthy,young participants,6.0,6.0,30.34,30.0,24.0,36.0,24-36,,,,,,5984391
0.0,,healthy,,,,,,,,,,,,,,5984391
